公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,地 区,省 份,城 市,所属行业,公司网址
002106,莱宝高科,深圳莱宝高科技股份有限公司,"SHENZHEN LAIBAO HI-TECH CO., LTD.",广东省深圳市南山区高新技术产业园区朗山二路,2106,莱宝高科,1/12/2007,"329,888,000","312,187,671",华南,广东,深圳市,C5 电子,www.laibao.com.cn
002107,沃华医药,山东沃华医药科技股份有限公司,"Shandong Wohua Pharmaceutical Co., Ltd.",山东省潍坊市高新技术产业开发区梨园街519号,2107,沃华医药,1/24/2007,"163,980,000","71,301,673",华东,山东,潍坊市,C8 医药生物,www.wohua.cn
002108,沧州明珠,沧州明珠塑料股份有限公司,"Cangzhou Mingzhu Plastic Co.,Ltd.",河北省沧州市沧石路张庄子工业园区,2108,沧州明珠,1/24/2007,"98,580,000","96,972,000",华北,河北,沧州市,C4 石化塑胶,www.cz-mz.com
002109,兴化股份,陕西兴化化学股份有限公司,"SHAANXI XINGHUA CHEMISTRY CO., LTD",陕西省兴平市南郊,2109,兴化股份,1/26/2007,"358,400,000","203,234,885",西北,陕西,咸阳市,C4 石化塑胶,www.snxhchem.com
002110,三钢闽光,福建三钢闽光股份有限公司,"Sansteel MinGuang Co.,Ltd.,Fujian",福建省三明市梅列区工业中路群工三路,2110,三钢闽光,1/26/2007,"534,700,000","139,700,000",华东,福建,三明市,C6 金属非金属,www.sgmg.com.cn
002111,威海广泰,威海广泰空港设备股份有限公司,"Weihai Guangtai Airport Equipment Co., Limited",山东省威海市古寨南路160 号,2111,威海广泰,1/26/2007,"143,990,000","74,241,630",华东,山东,威海市,C7 机械设备,www.guangtai.com.cn
002112,三变科技,三变科技股份有限公司,"SAN BIAN SCI－TECH Co.,LTD.",浙江三门海游镇平安路167号,2112,三变科技,2/8/2007,"112,000,000","101,732,785",华东,浙江,台州市,C7 机械设备,www.sanbian.cn
002113,天润发展,湖南天润化工发展股份有限公司,"Hunan Tianrun Chemical Industry Developing Co., Ltd.",湖南省岳阳市九华山2 号,2113,天润发展,2/8/2007,"118,400,000","114,824,031",华中,湖南,岳阳市,C4 石化塑胶,www.trfz.com
002114,罗平锌电,云南罗平锌电股份有限公司,"YUNNAN LUOPING ZINC AND ELECTRICITY Co., LTD",云南省曲靖市罗平县罗雄镇九龙大道南段,2114,罗平锌电,2/15/2007,"183,852,000","183,850,950",西南,云南,曲靖市,C6 金属非金属,www.lpxdgf.cn
002115,三维通信,三维通信股份有限公司,"SUNWAVE COMMUNICATIONS CO.,LTD.",杭州市滨江火炬大道581号,2115,三维通信,2/15/2007,"134,100,000","102,588,047",华东,浙江,杭州市,G 信息技术,www.sunwave.com.cn
002116,中国海诚,中国海诚工程科技股份有限公司,"CHINA HAISUM ENGINEERING CO.,LTD.",上海市宝庆路21 号,2116,中国海诚,2/15/2007,"114,000,000","48,510,771",华东,上海,上海市,K 社会服务,www.haisum.com
002117,东港股份,东港安全印刷股份有限公司,"TungKong Security Printing Co., Ltd.",山东省济南市山大北路23号,2117,东港股份,3/2/2007,"110,000,000","110,000,000",华东,山东,济南市,C3 造纸印刷,www.tungkong.com.cn
002118,紫鑫药业,吉林紫鑫药业股份有限公司,"Jilin Zixin Pharmaceutical Industrial Co., Ltd.",吉林省通化市柳河县英利路88号,2118,紫鑫药业,3/2/2007,"206,620,380","206,620,380",东北,吉林,通化市,C8 医药生物,www.jilinzixin.com.cn
002119,康强电子,宁波康强电子股份有限公司,"Ningbo Kangqiang Electronics Co., Ltd.",浙江省宁波市鄞州投资创业中心金源路988号,2119,康强电子,3/2/2007,"194,200,000","185,128,435",华东,浙江,宁波市,C5 电子,www.kangqiang.com
002120,新海股份,宁波新海电气股份有限公司,"NINGBO XINHAI ELECTRIC CO., LTD",浙江省慈溪市浒山街道北三环东路239 号,2120,新海股份,3/6/2007,"150,280,000","93,466,791",华东,浙江,宁波市,C9 其他制造业,www.xinhaigroup.com
002121,科陆电子,深圳市科陆电子科技股份有限公司,"SHENZHEN CLOU ELECTRONICS CO.,LTD.",广东省深圳市南山区高新技术产业园南区T2 栋A、B 区五楼,2121,科陆电子,3/6/2007,"240,000,000","143,689,240",华南,广东,深圳市,C5 电子,www.szclou.com
002122,天马股份,浙江天马轴承股份有限公司,"Zhejiang TianMa Bearing Co., Ltd.",浙江省杭州市石祥路208号,2122,天马股份,3/28/2007,"1,188,000,000","1,005,768,000",华东,浙江,杭州市,C7 机械设备,www.zjtmb.com
002123,荣信股份,荣信电力电子股份有限公司,RONGXIN POWER ELECTRONIC CO.，LTD.,辽宁省鞍山市高新区鞍千路261号,2123,荣信股份,3/28/2007,"336,000,000","264,332,105",东北,辽宁,鞍山市,C7 机械设备,www.rxpe.com
002124,天邦股份,宁波天邦股份有限公司,"Ningbo Tech-bank Co.,Ltd.",浙江省余姚市北滨江路777号,2124,天邦股份,4/3/2007,"205,500,000","128,056,692",华东,浙江,宁波市,C0 食品饮料,www.tianbang.com
002125,湘潭电化,湘潭电化科技股份有限公司,"XIANGTAN ELECTROCHEMICAL SCIENTIFIC CO.,LTD.",湖南省湘潭市滴水埠,2125,湘潭电化,4/3/2007,"75,400,000","75,397,675",华中,湖南,湘潭市,C4 石化塑胶,www.chinaemd.com
002126,银轮股份,浙江银轮机械股份有限公司,"Zhejiang Yinlun Machinery Co., LTD",浙江省天台县福溪街道交通运输机械工业园区,2126,银轮股份,4/18/2007,"100,000,000","89,700,380",华东,浙江,台州市,C7 机械设备,www.yinlun.com
002127,新民科技,江苏新民纺织科技股份有限公司,"Jiangsu Xinmin Textile Science & Technology Co., Ltd.",江苏省吴江市盛泽镇五龙路22号,2127,新民科技,4/18/2007,"182,762,160","106,124,946",华东,江苏,苏州市,C1 纺织服装,www.xmtex.com
002128,露天煤业,内蒙古霍林河露天煤业股份有限公司,HUOLINHE OPENCUT COAL INDUSTRY CORPORATION LIMITED OFINNERMONGOLIA,内蒙古霍林郭勒市哲里木大街（霍矿珠斯花区）,2128,露天煤业,4/18/2007,"1,105,571,805","1,105,571,805",华北,内蒙古,通辽市,B 采掘业,www.zdhm.com.cn
002129,中环股份,天津中环半导体股份有限公司,"TIANJIN ZHONGHUAN SEMICONDUCTOR CO., LTD.",天津市新技术产业园区华苑产业区（环外）海泰东路12号,2129,中环股份,4/20/2007,"482,829,608","255,662,139",华北,天津,天津市,C5 电子,www.tjsemi.com
002130,沃尔核材,深圳市沃尔核材股份有限公司,"SHENZHEN WOER HEAT-SHRINKABLE MATERIAL CO.,LTD",深圳市南山区西丽新围工业区沃尔工业园,2130,沃尔核材,4/20/2007,"163,050,000","84,197,139",华南,广东,深圳市,C9 其他制造业,www.woer.com
002131,利欧股份,浙江利欧股份有限公司,"Zhejiang Leo Co.,Ltd.",浙江省温岭市滨海镇利欧路1 号,2131,利欧股份,4/27/2007,"150,560,000","72,647,612",华东,浙江,台州市,C7 机械设备,www.chinapumps.com
002132,恒星科技,河南恒星科技股份有限公司,"Henan Hengxing Science & Technology CO.,LTD.",河南省巩义市康店镇焦湾村伊洛北路121 号,2132,恒星科技,4/27/2007,"244,617,000","86,605,441",华中,河南,郑州市,C6 金属非金属,www.hengxingchinese.com
002133,广宇集团,广宇集团股份有限公司,"Cosmos Group Co.,Ltd.",浙江省杭州市平海路8号,2133,广宇集团,4/27/2007,"498,600,000","316,469,790",华东,浙江,杭州市,J 房地产业,www.cosmosgroup.com.cn
002134,天津普林,天津普林电路股份有限公司,TIANJIN PRINTRONICS CIRCUIT CORPORATION,天津市空港物流加工区航海路53号,2134,天津普林,5/16/2007,"245,849,768","117,816,625",华北,天津,天津市,C5 电子,www.toppcb.com
002135,东南网架,浙江东南网架股份有限公司,"Zhejiang Southeast Space Frame Co., Ltd.",浙江省杭州市萧山区衙前镇,2135,东南网架,5/30/2007,"200,000,000","59,584,025",华东,浙江,杭州市,E 建筑业,www.dongnanwangjia.com
002136,安 纳 达,安徽安纳达钛业股份有限公司,"ANHUI ANNADA TITANIUM INDUSTRY CO.,LTD.",安徽省铜陵市铜官大道,2136,安 纳 达,5/30/2007,"78,920,000","46,993,600",华东,安徽,铜陵市,C4 石化塑胶,www.andty.com
002137,实 益 达,深圳市实益达科技股份有限公司,"SHENZHEN SEA STAR TECHNOLOGY CO., LTD.",广东省深圳市高新区北区清华信息港研发综合楼310室,2137,实 益 达,6/13/2007,"260,130,000","65,130,000",华南,广东,深圳市,C5 电子,www.sz-seastar.com
002138,顺络电子,深圳顺络电子股份有限公司,"Shenzhen Sunlord Electronics Co.,Ltd.",深圳市宝安区观澜街道大富苑工业区顺络观澜工业园,2138,顺络电子,6/13/2007,"129,551,500","52,646,880",华南,广东,深圳市,C5 电子,www.sunlordinc.com
002139,拓邦股份,深圳拓邦股份有限公司,"SHENZHEN TOPBAND CO., LTD.",深圳市南山区高新技术产业园清华大学研究院B区403-414房,2139,拓邦股份,6/29/2007,"140,000,000","77,075,416",华南,广东,深圳市,C5 电子,www.topband-e.com
002140,东华科技,东华工程科技股份有限公司,East China Engineering Science and Technology Co.，Ltd.,合肥市长江西路669 号高新技术产业开发区内,2140,东华科技,7/12/2007,"139,385,792","50,929,900",华东,安徽,合肥市,K 社会服务,www.chinaecec.com
002141,蓉胜超微,广东蓉胜超微线材股份有限公司,"GUANGDONG RONSEN SUPER MICRO-WIRE CO., LTD.",广东省珠海市金湾区三灶镇三灶科技工业园,2141,蓉胜超微,7/20/2007,"113,680,000","55,063,750",华南,广东,珠海市,C5 电子,www.ronsen.com.cn
002142,宁波银行,宁波银行股份有限公司,"BANK OF NINGBO CO., LTD",浙江省宁波市中山东路294 号,2142,宁波银行,7/19/2007,"2,500,000,000","1,057,467,775",华东,浙江,宁波市,I 金融保险,www.nbcb.com.cn
002143,高金食品,四川高金食品股份有限公司,"Sichuan Gaojin Food Co.,Ltd.",四川省遂宁市广德路10号,2143,高金食品,7/20/2007,"160,500,000","41,032,493",西南,四川,遂宁市,C0 食品饮料,www.gaojin.com.cn
002144,宏达经编,浙江宏达经编股份有限公司,"ZHEJIANG HONGDA WARP KNITTING CO.,LTD.",浙江省海宁市许村镇建设路118 号,2144,宏达经编,8/3/2007,"107,338,800","60,677,623",华东,浙江,嘉兴市,C1 纺织服装,www.zjhongda.com.cn
002145,中核钛白,中核华原钛白股份有限公司,"CNNC HUA YUAN TITANIUM DIOXIDE CO.,LTD",甘肃省兰州市西津西路916 号,2145,*ST钛白,8/3/2007,"190,000,000","99,858,000",西北,甘肃,兰州市,C4 石化塑胶,www.TIOXHUA.com
002146,荣盛发展,荣盛房地产发展股份有限公司,"RiseSun Real Estate Development Co.,Ltd",廊坊市开发区春明道北侧,2146,荣盛发展,8/8/2007,"896,000,000","156,805,325",华北,河北,廊坊市,J 房地产业,www.risesun.cn
002147,方圆支承,马鞍山方圆回转支承股份有限公司,"Maanshan Fangyuan Slewing Ring CO., LTD.",安徽省马鞍山市慈湖化工路,2147,方圆支承,8/8/2007,"225,600,000","136,100,523",华东,安徽,马鞍山市,C7 机械设备,www.masfy.com
002148,北纬通信,北京北纬通信科技股份有限公司,"BEIJING BEWINNER COMMUNICATIONS CO., LTD.",北京市丰台区西四环南路19 号九号楼247 室,2148,北纬通信,8/10/2007,"75,600,000","47,532,525",华北,北京,北京市,G 信息技术,www.bisp.com
002149,西部材料,西部金属材料股份有限公司,WESTERN METAL MATERIALS CO. LTD,西安市高新技术产业开发区科技三路56号,2149,西部材料,8/10/2007,"174,630,000","72,750,000",西北,陕西,西安市,C6 金属非金属,www.c-wmm.com
002150,江苏通润,江苏通润工具箱柜股份有限公司,"JIANGSU TONGRUN TOOL CABINET CO.,LTD.",江苏省常熟市通港路北,2150,江苏通润,8/10/2007,"104,250,000","33,270,000",华东,江苏,苏州市,C6 金属非金属,www.tongrunindustries.com
002151,北斗星通,北京北斗星通导航技术股份有限公司,"Beijing BDStar Navigation Co.,Ltd.",北京市海淀区上地信息产业基地三街9号金隅嘉华大厦A座10层,2151,北斗星通,8/13/2007,"90,950,000","22,950,000",华北,北京,北京市,G 信息技术,www.NavChina.com
002152,广电运通,广州广电运通金融电子股份有限公司,"GRG Banking Equipment Co., Ltd.",广州市萝岗区科学城科林路9号,2152,广电运通,8/13/2007,"342,141,624","155,169,633",华南,广东,广州市,C7 机械设备,www.grgbanking.com
002153,石基信息,北京中长石基信息技术股份有限公司,"Beijing Shiji Information Technology Co., Ltd.",北京市海淀区复兴路甲65 号-A11 层,2153,石基信息,8/13/2007,"224,000,000","71,634,288",华北,北京,北京市,G 信息技术,www.shijinet.com.cn
002154,报喜鸟,浙江报喜鸟服饰股份有限公司,"ZHEJIANG BAOXINIAO GARMENT CO.,LTD.",浙江省永嘉县瓯北镇报喜鸟工业区,2154,报 喜 鸟,8/16/2007,"289,680,000","102,480,000",华东,浙江,温州市,C1 纺织服装,www.bxn.com
002155,辰州矿业,湖南辰州矿业股份有限公司,"Chenzhou Mining Group Co.,Ltd.",湖南省沅陵县官庄镇,2155,辰州矿业,8/16/2007,"547,400,000","306,187,466",华中,湖南,怀化市,B 采掘业,www.hncmi.com
002156,通富微电,南通富士通微电子股份有限公司,"NANTONG FUJITSU MICROELECTRONICS CO.,LTD.　",江苏省南通市崇川开发区崇川路288号,2156,通富微电,8/16/2007,"347,100,000","97,110,000",华东,江苏,南通市,C5 电子,www.fujitsu-nt.com
002157,正邦科技,江西正邦科技股份有限公司,"JIANGXI ZHENGBANG TECHNOLOGY CO.,LTD.",江西省南昌市高新技术开发区艾溪湖一路569号,2157,正邦科技,8/17/2007,"269,410,355","95,303,907",华东,江西,南昌市,C0 食品饮料,www.zhengbang.com
002158,汉钟精机,上海汉钟精机股份有限公司,"SHANGHAI HANBELL PRECISE MACHINERY CO.,LTD.",上海市金山区枫泾工业开发区亭枫公路8289号,2158,汉钟精机,8/17/2007,"158,025,000","41,412,000",华东,上海,上海市,C7 机械设备,www.hanbell.com.cn
002159,三特索道,武汉三特索道集团股份有限公司,"Wuhan Sante Cableways Group Co.,Ltd.",湖北省武汉市武昌区黄鹂路88号壹号楼,2159,三特索道,8/17/2007,"120,000,000","76,131,456",华中,湖北,武汉市,K 社会服务,www.sante.com.cn
002160,常铝股份,江苏常铝铝业股份有限公司,"JIANGSU ALCHA ALUMINUM CO.,LTD.",江苏省常熟市古里镇白茆西,2160,常铝股份,8/21/2007,"170,000,000","93,500,000",华东,江苏,苏州市,C6 金属非金属,www.alcha.com
002161,远望谷,深圳市远望谷信息技术股份有限公司,"Shenzhen Yuanwanggu Information Technology Joint Stock Co., Ltd",深圳市南山区高新技术产业园区南区T2栋B座3层,2161,远 望 谷,8/21/2007,"256,800,000","125,694,493",华南,广东,深圳市,G 信息技术,www.invengo.cn
002162,斯米克,上海斯米克建筑陶瓷股份有限公司,"Shanghai CIMIC Tile Co.,Ltd.",上海市闵行区杜行镇谈家巷镇南,2162,斯 米 克,8/23/2007,"380,000,000","105,365,380",华东,上海,上海市,C6 金属非金属,www.cimic.com
002163,中航三鑫,中航三鑫股份有限公司,"AVIC SANXIN HOLDING CO.,LTD",深圳市南山区南海大道2061 号新保辉大厦17 层,2163,中航三鑫,8/23/2007,"267,850,000","83,806,100",华南,广东,深圳市,E 建筑业,www.sanxinglass.com
002164,东力传动,宁波东力传动设备股份有限公司,"Ningbo Donly Transmission Equipment Co.,LTD",浙江省宁波市江东仇毕工业区,2164,东力传动,8/23/2007,"180,000,000","75,000,000",华东,浙江,宁波市,C7 机械设备,www.donly.com.cn
002165,红宝丽,南京红宝丽股份有限公司,NANJING HONGBAOLI CORPORATION，LTD.,江苏省南京市高淳县太安路128号,2165,红 宝 丽,9/13/2007,"252,000,000","134,241,123",华东,江苏,南京市,C4 石化塑胶,www.hongbaoli.com
002166,莱茵生物,桂林莱茵生物科技股份有限公司,Guilin Layn Natural Ingredients Corp.,中国广西桂林市兴安县兴安镇湘江路18 号,2166,莱茵生物,9/13/2007,"64,766,880","33,832,637",华南,广西,桂林市,C8 医药生物,www.layn.com.cn
002167,东方锆业,广东东方锆业科技股份有限公司,"GUANGDONG ORIENT ZIRCONIC IND SCI & TECH CO.,LTD.",广东省汕头市澄海区莱美路宇田科技园,2167,东方锆业,9/13/2007,"179,712,000","70,218,394",华南,广东,汕头市,C4 石化塑胶,www.orientzr.com
002168,深圳惠程,深圳市惠程电气股份有限公司,"SHENZHEN HIFUTURE ELECTRIC CO.,LTD.",深圳市龙岗区大工业区兰景路以东、锦绣路以南惠程科技工业厂区,2168,深圳惠程,9/19/2007,"300,438,720","96,243,150",华南,广东,深圳市,C7 机械设备,www.hifuture.com
002169,智光电气,广州智光电气股份有限公司,"GUANGZHOU ZHIGUANG ELECTRIC CO.,LTD.",广州市黄埔区云埔工业区埔南路,2169,智光电气,9/19/2007,"165,792,000","76,432,454",华南,广东,广州市,C7 机械设备,www.gzzg.com.cn
002170,芭田股份,深圳市芭田生态工程股份有限公司,"SHENZHEN BATIAN ECOTYPIC ENGINEERING CO., LTD.",广东省深圳市南山区科技园科苑路3 号4 楼6 楼,2170,芭田股份,9/19/2007,"304,560,000","77,758,481",华南,广东,深圳市,C4 石化塑胶,www.batian.com.cn
002171,精诚铜业,安徽精诚铜业股份有限公司,"Anhui Jingcheng Copper Share CO.,LTD.",安徽省芜湖市九华北路8号,2171,精诚铜业,9/21/2007,"163,020,000","58,105,050",华东,安徽,芜湖市,C6 金属非金属,www.jcty.cn
002172,澳洋科技,江苏澳洋科技股份有限公司,Jiangsu Aoyang Technology Corporation Limited.,江苏省张家港市杨舍镇塘市,2172,澳洋科技,9/21/2007,"522,000,000","213,900,000",华东,江苏,苏州市,C4 石化塑胶,www.aykj.cn
002173,山 下 湖,浙江山下湖珍珠集团股份有限公司,"Zhejiang Shanxiahu Pearl Group Co., LTD.",浙江省诸暨市山下湖镇郑家湖村,2173,山 下 湖,9/25/2007,"100,500,000","25,500,000",华东,浙江,绍兴市,C9 其他制造业,www.shanxiahupearl.cn
002174,梅 花 伞,梅花伞业股份有限公司,"Susino Umbrella Co., Ltd.",福建省晋江市东石镇金瓯工业区,2174,梅 花 伞,9/25/2007,"82,939,921","34,007,383",华东,福建,泉州市,C9 其他制造业,www.susino.com
